epoch,loss,episodes,steps,win count,win_rate,optimal_path_length,suboptimal_steps,total_reward,learning_rate,elapsed_time
0,0.034219134161248804,100,0,1,0.01,3,97,-1251.7199999999993,0.001,4.845967054367065
1,0.054127060994505885,100,0,0,0.0,3,97,-1264.6299999999994,0.001,7.956221103668213
2,0.054165615178644655,100,0,0,0.0,13,87,-1264.2599999999998,0.001,11.099590063095093
3,0.054158341251313684,100,0,0,0.0,6,94,-1266.3499999999997,0.001,14.156539916992188
4,0.054164529927074906,100,0,0,0.0,10,90,-1267.1099999999994,0.001,17.224281072616577
5,0.05416476864367723,100,0,0,0.0,5,95,-1264.7599999999998,0.001,20.52065896987915
6,0.05415501568466425,100,0,0,0.0,2,98,-1264.6999999999996,0.001,24.54102611541748
7,0.0541642902046442,100,0,0,0.0,13,87,-1265.8899999999996,0.001,28.5087890625
8,0.054165444672107696,100,0,0,0.0,4,96,-1265.1399999999994,0.001,31.495513200759888
9,0.054160340651869775,100,0,0,0.0,6,94,-1264.6199999999997,0.001,34.761070251464844
10,0.05415929924696684,100,0,0,0.0,4,96,-1266.5199999999995,0.001,37.68966007232666
11,0.054166785664856436,100,0,0,0.0,10,90,-1265.8499999999997,0.001,40.604032039642334
12,0.05416280794888735,100,0,0,0.0,5,95,-1265.3499999999992,0.001,43.5216588973999
13,0.054158298932015896,100,0,0,0.0,7,93,-1267.7399999999993,0.001,46.422877073287964
14,0.054162877723574636,100,0,0,0.0,8,92,-1266.9399999999994,0.001,49.532610177993774
15,0.05415954507887363,100,0,0,0.0,6,94,-1265.8999999999994,0.001,54.56997895240784
16,0.05417020320892334,100,0,0,0.0,5,95,-1265.5999999999992,0.001,58.03605890274048
17,0.054158554002642634,100,0,0,0.0,5,95,-1265.1199999999994,0.001,61.95908212661743
18,0.05416239630430937,100,0,0,0.0,9,91,-1265.0099999999995,0.001,66.25616216659546
19,0.0541629446670413,100,0,0,0.0,6,94,-1264.3399999999995,0.001,70.49936485290527
20,0.054160902984440325,100,0,0,0.0,5,95,-1266.0199999999995,0.001,73.58861804008484
21,0.054161498136818406,100,0,0,0.0,8,92,-1266.0199999999995,0.001,76.3510229587555
22,0.05416802730411291,100,0,0,0.0,13,87,-1263.589999999999,0.001,79.13709592819214
23,0.0541580106690526,100,0,0,0.0,12,88,-1265.9699999999996,0.001,81.84977602958679
24,0.054161683060228824,100,0,0,0.0,13,87,-1264.8299999999995,0.001,84.523029088974
25,0.05416390959173441,100,0,0,0.0,13,87,-1266.1799999999994,0.001,87.17707085609436
26,0.05416433673352003,100,0,0,0.0,10,90,-1266.5299999999997,0.001,89.85237789154053
27,0.05415865264832973,100,0,0,0.0,10,90,-1266.0199999999998,0.001,92.64926600456238
28,0.0541637809202075,100,0,0,0.0,7,93,-1265.5999999999995,0.001,95.40855407714844
29,0.05416146419942379,100,0,0,0.0,13,87,-1263.6599999999994,0.001,98.07005214691162
30,0.054165190383791924,100,0,0,0.0,13,87,-1265.42,0.001,100.78277802467346
31,0.054158726818859575,100,0,0,0.0,3,97,-1265.8899999999994,0.001,103.43988418579102
32,0.05416453406214714,100,0,0,0.0,13,87,-1265.7599999999995,0.001,106.09069204330444
33,0.05416043858975172,100,0,0,0.0,7,93,-1264.4299999999994,0.001,108.81606006622314
34,0.054163350500166414,100,0,0,0.0,9,91,-1266.4899999999998,0.001,111.50406408309937
35,0.05416080065071583,100,0,0,0.0,13,87,-1265.7499999999998,0.001,114.17915296554565
36,0.054166657961905,100,0,0,0.0,12,88,-1265.4699999999998,0.001,116.81871104240417
37,0.05416197959333658,100,0,0,0.0,12,88,-1267.07,0.001,119.46689796447754
38,0.05416042264550924,100,0,0,0.0,3,97,-1264.2599999999993,0.001,122.11250686645508
39,0.054163902886211875,100,0,0,0.0,8,92,-1267.0699999999995,0.001,124.8593430519104
40,0.05415880613029003,100,0,0,0.0,6,94,-1265.6399999999994,0.001,127.49997019767761
41,0.05416343867778778,100,0,0,0.0,5,95,-1265.5599999999993,0.001,130.21721816062927
42,0.05416485108435154,100,0,0,0.0,5,95,-1265.6399999999996,0.001,132.89559817314148
43,0.05416182804852724,100,0,0,0.0,6,94,-1265.2299999999996,0.001,135.5276460647583
44,0.05416074197739363,100,0,0,0.0,3,97,-1266.7799999999993,0.001,138.220773935318
45,0.05416247434914112,100,0,0,0.0,9,91,-1264.8899999999992,0.001,140.96781015396118
46,0.05416481018066406,100,0,0,0.0,4,96,-1266.8599999999992,0.001,143.62927389144897
47,0.05415845964103937,100,0,0,0.0,5,95,-1266.6499999999992,0.001,146.38148403167725
48,0.05416552904993296,100,0,0,0.0,2,98,-1266.2199999999996,0.001,149.020601272583
49,0.054159956350922585,100,0,0,0.0,5,95,-1264.8799999999994,0.001,151.70996403694153
50,0.054162694923579696,100,0,0,0.0,7,93,-1266.3199999999995,0.001,154.457927942276
51,0.05416577495634556,100,0,0,0.0,13,87,-1267.4099999999994,0.001,157.07248711585999
52,0.05416009671986103,100,0,0,0.0,11,89,-1265.3099999999995,0.001,159.70552706718445
53,0.05416308756917715,100,0,0,0.0,13,87,-1264.5399999999993,0.001,162.3753900527954
54,0.054161633811891076,100,0,0,0.0,12,88,-1264.79,0.001,165.01150918006897
55,0.05416260901838541,100,0,0,0.0,11,89,-1265.9999999999995,0.001,167.6397020816803
56,0.054161673299968245,100,0,0,0.0,12,88,-1265.6299999999994,0.001,170.3805329799652
