epoch,loss,episodes,steps,win count,win_rate,optimal_path_length,suboptimal_steps,total_reward,learning_rate,elapsed_time
0,0.04098145367577672,100,0,0,0.0,9,91,-1266.3099999999995,0.001,3.5009260177612305
1,0.054190025739371775,100,0,0,0.0,9,91,-1266.1899999999994,0.001,7.000009536743164
2,0.05415948983281851,100,0,0,0.0,3,97,-1265.5199999999993,0.001,10.92804765701294
3,0.054162280932068825,100,0,0,0.0,7,93,-1267.6199999999992,0.001,14.820564985275269
4,0.05416525688022375,100,0,0,0.0,12,88,-1266.0599999999997,0.001,18.17602014541626
5,0.05415991507470608,100,0,0,0.0,3,97,-1265.9699999999993,0.001,21.434064388275146
6,0.05416360292583704,100,0,0,0.0,4,96,-1266.6099999999992,0.001,25.234209537506104
7,0.054160372391343116,100,0,0,0.0,13,87,-1266.7699999999998,0.001,28.41641068458557
8,0.054163211695849894,100,0,0,0.0,13,87,-1266.6899999999994,0.001,31.84175205230713
9,0.05416052833199501,100,0,0,0.0,8,92,-1266.0999999999995,0.001,35.33942103385925
10,0.05417028907686472,100,0,0,0.0,11,89,-1266.749999999999,0.001,39.342132329940796
11,0.05415835499763489,100,0,0,0.0,5,95,-1265.6399999999994,0.001,42.81924366950989
12,0.0541605893522501,100,0,0,0.0,9,91,-1266.3599999999994,0.001,46.16922450065613
13,0.054161087311804294,100,0,0,0.0,10,90,-1264.9199999999994,0.001,50.20839762687683
14,0.05416088629513979,100,0,0,0.0,3,97,-1265.9399999999994,0.001,53.59671926498413
15,0.054163296706974506,100,0,0,0.0,12,88,-1265.6899999999994,0.001,57.09114193916321
16,0.054161168076097964,100,0,0,0.0,4,96,-1266.1799999999994,0.001,60.836060762405396
17,0.05416426740586758,100,0,0,0.0,8,92,-1264.8799999999994,0.001,64.7487518787384
18,0.05416681967675686,100,0,0,0.0,9,91,-1265.9299999999998,0.001,68.34759402275085
19,0.05415506698191166,100,0,0,0.0,13,87,-1264.9499999999994,0.001,71.82257747650146
20,0.0541653061658144,100,0,0,0.0,4,96,-1266.7399999999993,0.001,75.88036966323853
21,0.054163695760071275,100,0,0,0.0,4,96,-1266.3599999999997,0.001,79.51162934303284
