epoch,loss,episodes,steps,win count,win_rate,optimal_path_length,suboptimal_steps,total_reward,learning_rate,elapsed_time
0,0.036102257734164596,100,4842,8,0.08,4,96,-1177.4099999999999,0.001,2.889155149459839
1,0.05899833621457219,100,4215,24,0.24,6,94,-1000.0299999999999,0.001,5.277930021286011
2,0.0539099582657218,100,4407,20,0.2,9,91,-1054.7100000000005,0.001,7.582717180252075
3,0.05439358111470938,100,3526,40,0.4,9,91,-806.3100000000005,0.001,9.558901071548462
4,0.039782926989719275,100,3294,48,0.48,8,92,-733.2700000000002,0.001,12.546614170074463
5,0.035984656615182756,100,3202,49,0.49,4,96,-706.5000000000006,0.001,15.013426303863525
6,0.025616950541734695,100,3034,52,0.52,4,96,-663.0600000000003,0.001,16.910879373550415
7,0.028227959582582115,100,2830,57,0.57,7,93,-601.4000000000004,0.001,18.799244165420532
8,0.023248338900739327,100,2611,60,0.6,5,95,-546.4700000000003,0.001,20.898619174957275
9,0.02563095061574131,100,2408,64,0.64,4,96,-489.0400000000001,0.001,22.23151421546936
10,0.020521141727804205,100,2307,67,0.67,4,96,-455.62999999999994,0.001,23.464171171188354
11,0.020660226824693383,100,1908,73,0.73,7,93,-349.2200000000002,0.001,24.582829236984253
12,0.0187398462240526,100,1782,77,0.77,4,96,-315.66,0.001,25.73824405670166
13,0.019207781632867408,100,1771,78,0.78,4,96,-312.71,0.001,26.83727717399597
14,0.01452045964775607,100,1210,86,0.86,7,93,-158.8899999999999,0.001,27.789635181427002
15,0.01139005446297233,100,1367,81,0.81,7,93,-196.82999999999987,0.001,29.356653213500977
16,0.012431953022969537,100,1115,90,0.9,7,93,-114.80999999999996,0.001,30.409176111221313
17,0.010793652956635924,100,1193,86,0.86,3,97,-150.44000000000003,0.001,31.487102270126343
18,0.010167442366728209,100,1115,88,0.88,9,91,-120.66999999999996,0.001,32.523354291915894
19,0.01218088688197895,100,1471,83,0.83,7,93,-214.0299999999998,0.001,33.65742111206055
20,0.011421470718778437,100,1289,88,0.88,4,96,-162.6999999999999,0.001,34.85359215736389
21,0.006414372610888677,100,776,96,0.96,6,94,-23.819999999999965,0.001,35.81672215461731
22,0.006217235924186753,100,910,92,0.92,8,92,-53.28999999999997,0.001,36.78221011161804
23,0.006582830476618256,100,787,95,0.95,6,94,-26.349999999999977,0.001,37.72876811027527
24,0.005202695230145764,100,705,94,0.94,3,97,-14.65999999999999,0.001,38.72638726234436
25,0.009507542230567196,100,1126,88,0.88,4,96,-126.36000000000003,0.001,40.137980222702026
26,0.007471728005184559,100,919,92,0.92,5,95,-64.98999999999998,0.001,41.629024028778076
27,0.008402410978742409,100,806,94,0.94,2,98,-32.34999999999998,0.001,42.68367528915405
28,0.005664422603076673,100,967,93,0.93,7,93,-71.33,0.001,44.06969332695007
29,0.008202725128339807,100,972,93,0.93,7,93,-77.19999999999995,0.001,45.42469501495361
30,0.006675361853140203,100,893,93,0.93,5,95,-63.11999999999998,0.001,46.433640241622925
31,0.014446051545091905,100,1445,81,0.81,5,95,-221.1599999999999,0.001,47.66140532493591
32,0.014826345319161192,100,1385,82,0.82,3,97,-205.7499999999999,0.001,48.896109104156494
33,0.017037937275890726,100,1415,82,0.82,7,93,-213.03999999999996,0.001,50.283475160598755
34,0.0071969610853193445,100,804,93,0.93,5,95,-35.61999999999998,0.001,51.68550515174866
35,0.0021264200384939615,100,517,99,0.99,4,96,47.410000000000046,0.001,52.684102296829224
36,0.00388797833418721,100,710,97,0.97,3,97,-3.969999999999982,0.001,53.65426421165466
37,0.0012029110290859536,100,494,100,1.0,5,95,58.61000000000005,0.001,54.60953211784363
