epoch,loss,episodes,steps,win count,win_rate,optimal_path_length,suboptimal_steps,total_reward,learning_rate,elapsed_time
0,0.03350128436461091,100,0,2,0.02,6,94,-1243.0799999999997,0.001,3.0367560386657715
1,0.04600797019898892,100,0,3,0.03,9,91,-1225.3099999999995,0.001,5.189203977584839
2,0.0459343945980072,100,0,3,0.03,9,91,-1223.8099999999995,0.001,7.483465909957886
3,0.04351269565522671,100,0,0,0.0,10,90,-1266.0299999999997,0.001,10.000236988067627
4,0.043596484847366807,100,0,0,0.0,11,89,-1265.729999999999,0.001,11.994299173355103
5,0.04927898697555065,100,0,7,0.07,6,94,-1170.4899999999993,0.001,13.914581060409546
6,0.047870121765881776,100,0,4,0.04,9,91,-1209.78,0.001,15.986522197723389
7,0.04253967681899667,100,0,2,0.02,7,93,-1235.9299999999992,0.001,18.465776205062866
8,0.0451928511634469,100,0,1,0.01,8,92,-1257.6799999999992,0.001,20.643985271453857
9,0.044890582635998724,100,0,2,0.02,13,87,-1246.1399999999994,0.001,22.647270917892456
10,0.04710418831557035,100,0,4,0.04,10,90,-1222.4499999999998,0.001,24.56979513168335
11,0.044600778445601466,100,0,1,0.01,9,91,-1259.4799999999993,0.001,29.529640913009644
12,0.04374935612082481,100,0,0,0.0,10,90,-1263.9599999999996,0.001,33.09024691581726
13,0.043969145119190214,100,0,0,0.0,12,88,-1265.4099999999996,0.001,37.10117816925049
14,0.04500868983566761,100,0,2,0.02,3,97,-1238.2799999999997,0.001,41.07684922218323
15,0.04672740707173943,100,0,4,0.04,11,89,-1211.1799999999998,0.001,43.454227924346924
16,0.046570572666823865,100,0,4,0.04,13,87,-1209.6699999999998,0.001,45.817950963974
17,0.046636037342250344,100,0,2,0.02,2,98,-1237.5299999999993,0.001,47.716598987579346
18,0.043719210624694825,100,0,4,0.04,9,91,-1218.799999999999,0.001,49.595081090927124
19,0.045374668389558795,100,0,2,0.02,9,91,-1237.3299999999997,0.001,51.55110025405884
20,0.04450090810656548,100,0,1,0.01,7,93,-1250.5899999999997,0.001,53.75930905342102
21,0.04623307131230831,100,0,4,0.04,10,90,-1213.5099999999993,0.001,55.64798593521118
22,0.046241105645895,100,0,2,0.02,6,94,-1240.6899999999996,0.001,57.53178119659424
23,0.0451645090803504,100,0,3,0.03,6,94,-1224.1499999999996,0.001,59.57729625701904
24,0.04604463968425989,100,0,4,0.04,13,87,-1210.5199999999998,0.001,61.66477584838867
25,0.045453835874795914,100,0,2,0.02,6,94,-1242.4599999999996,0.001,63.62442111968994
26,0.04704938553273678,100,0,3,0.03,10,90,-1224.4399999999996,0.001,65.58508491516113
27,0.048977007791399955,100,0,7,0.07,2,98,-1177.5299999999993,0.001,67.74749112129211
28,0.04409934675320983,100,0,3,0.03,12,88,-1229.6999999999996,0.001,69.81634306907654
29,0.0485315085016191,100,0,5,0.05,8,92,-1203.3799999999997,0.001,71.68405103683472
30,0.04607455935329199,100,0,4,0.04,8,92,-1212.8399999999992,0.001,73.583261013031
31,0.045138123966753485,100,0,2,0.02,13,87,-1238.05,0.001,75.81921315193176
32,0.05131144406273961,100,0,9,0.09,5,95,-1142.0199999999995,0.001,77.7119071483612
33,0.04558604080229998,100,0,5,0.05,9,91,-1196.4499999999996,0.001,79.54606318473816
34,0.050771767683327196,100,0,8,0.08,7,93,-1160.8100000000002,0.001,81.372230052948
35,0.04322057884186506,100,0,3,0.03,9,91,-1229.25,0.001,83.47991013526917
36,0.04907275790348649,100,0,7,0.07,4,96,-1171.4299999999998,0.001,85.8604691028595
37,0.04759911073371768,100,0,8,0.08,2,98,-1156.1099999999997,0.001,87.71300601959229
38,0.04532017344608903,100,0,2,0.02,12,88,-1236.2699999999995,0.001,89.55867123603821
39,0.04579646296799183,100,0,7,0.07,13,87,-1180.8200000000002,0.001,91.38510584831238
40,0.04497917441651225,100,0,9,0.09,2,98,-1149.9299999999996,0.001,93.1740071773529
41,0.04502208709716797,100,0,10,0.1,7,93,-1132.1699999999998,0.001,95.27987718582153
42,0.04422363542020321,100,0,9,0.09,9,91,-1145.7399999999998,0.001,97.18782901763916
43,0.04557133041322231,100,0,12,0.12,10,90,-1115.5699999999997,0.001,98.90058898925781
44,0.04483262440189719,100,0,10,0.1,9,91,-1128.4199999999996,0.001,100.6923520565033
