epoch,loss,episodes,steps,win count,win_rate,optimal_path_length,suboptimal_steps,total_reward,learning_rate,elapsed_time
0,0.00024677293375134467,100,0,0,0.0,6,94,-1260.4599999999991,0.001,1.305448055267334
1,0.00019921313971281053,100,0,7,0.07,8,92,-1197.039999999999,0.001,2.503350019454956
2,0.000180630162358284,100,0,5,0.05,2,98,-1225.3099999999997,0.001,3.7423288822174072
3,0.0006344029307365417,100,0,7,0.07,2,98,-1217.4299999999994,0.001,4.977216005325317
4,0.00013155275955796243,100,0,5,0.05,10,90,-1216.4499999999994,0.001,6.352245092391968
5,0.00010175106115639209,100,0,0,0.0,3,97,-1262.4599999999994,0.001,7.791225910186768
6,0.0001158913690596819,100,0,1,0.01,7,93,-1248.2299999999996,0.001,9.17196798324585
7,0.00013501165434718132,100,0,3,0.03,7,93,-1234.9899999999993,0.001,10.339374780654907
8,0.00012953936122357844,100,0,2,0.02,11,89,-1237.4499999999994,0.001,11.518836975097656
9,0.00013012658804655074,100,0,0,0.0,7,93,-1260.0499999999997,0.001,12.696775913238525
10,0.00012837776914238929,100,0,11,0.11,6,94,-1125.3899999999999,0.001,13.807456970214844
11,0.0005503887310624123,100,0,8,0.08,2,98,-1172.6699999999996,0.001,14.99436902999878
12,0.000141865573823452,100,0,5,0.05,8,92,-1193.37,0.001,16.19125008583069
13,0.00012510361149907113,100,0,6,0.06,7,93,-1200.0699999999995,0.001,17.348124027252197
14,0.00012399139814078808,100,0,7,0.07,9,91,-1178.0699999999993,0.001,18.499998092651367
15,0.0001226709596812725,100,0,1,0.01,11,89,-1247.3599999999997,0.001,19.6645450592041
16,0.00012220987118780613,100,0,3,0.03,7,93,-1230.6699999999987,0.001,20.858481884002686
17,0.0001216596644371748,100,0,1,0.01,7,93,-1254.8599999999997,0.001,22.06503415107727
18,0.00010428687557578086,100,0,0,0.0,8,92,-1261.279999999999,0.001,23.341731071472168
19,0.00012126659974455834,100,0,1,0.01,13,87,-1252.8799999999994,0.001,24.522105932235718
20,0.00012141438201069832,100,0,0,0.0,12,88,-1260.4999999999989,0.001,25.719447135925293
21,0.00012155834585428238,100,0,5,0.05,9,91,-1213.1499999999992,0.001,26.847100973129272
22,0.00012204015627503395,100,0,1,0.01,6,94,-1248.2299999999993,0.001,28.009882926940918
23,0.00012273534201085568,100,0,8,0.08,7,93,-1189.5599999999995,0.001,29.198513984680176
24,0.00012316805310547352,100,0,9,0.09,9,91,-1178.53,0.001,30.32287287712097
25,0.00012321945279836655,100,0,6,0.06,4,96,-1206.459999999999,0.001,31.444502115249634
26,0.00012495128437876703,100,0,9,0.09,9,91,-1203.6999999999994,0.001,32.580204010009766
27,0.00012579585425555705,100,0,7,0.07,11,89,-1207.4899999999989,0.001,33.71345591545105
28,0.0001278860680758953,100,0,0,0.0,11,89,-1261.8199999999997,0.001,34.86874079704285
29,0.00013038672506809234,100,0,0,0.0,10,90,-1261.9399999999991,0.001,36.11783409118652
30,0.0001324567198753357,100,0,5,0.05,11,89,-1228.4499999999996,0.001,37.375802993774414
31,0.00013369686901569368,100,0,1,0.01,10,90,-1246.319999999999,0.001,38.53604006767273
32,0.00013068186119198798,100,0,3,0.03,9,91,-1231.4999999999995,0.001,39.69012212753296
33,0.00013857580721378328,100,0,2,0.02,8,92,-1241.3099999999993,0.001,40.85301613807678
34,0.00013545825146138668,100,0,7,0.07,5,95,-1198.5599999999997,0.001,41.98644304275513
35,0.00014301318675279616,100,0,9,0.09,8,92,-1171.3599999999994,0.001,43.11828899383545
36,0.0008720430731773376,100,0,12,0.12,5,95,-1149.4199999999994,0.001,44.259140968322754
37,0.0001403297670185566,100,0,10,0.1,3,97,-1168.3399999999992,0.001,45.385241985321045
38,0.0001483244076371193,100,0,10,0.1,3,97,-1166.2499999999993,0.001,46.49275803565979
39,0.00014967029914259911,100,0,13,0.13,13,87,-1132.2999999999995,0.001,47.5794780254364
40,0.00014924516901373863,100,0,10,0.1,12,88,-1156.8499999999995,0.001,48.67936396598816
41,0.0001602403074502945,100,0,11,0.11,9,91,-1155.23,0.001,49.788326025009155
42,0.00016718920320272446,100,0,9,0.09,8,92,-1179.4499999999998,0.001,50.947755098342896
43,0.00017528373748064042,100,0,8,0.08,4,96,-1202.1899999999994,0.001,52.10920000076294
44,0.00018084710463881493,100,0,6,0.06,11,89,-1193.4499999999998,0.001,53.25418996810913
45,0.0010961747914552688,100,0,5,0.05,4,96,-1221.9999999999989,0.001,54.40749382972717
46,0.00019937679171562196,100,0,5,0.05,9,91,-1227.6199999999992,0.001,55.55858111381531
47,0.00017403647303581237,100,0,6,0.06,4,96,-1207.5999999999997,0.001,56.6885290145874
48,0.0001845220848917961,100,0,15,0.15,5,95,-1140.0399999999995,0.001,57.75780892372131
49,0.00020699290558695793,100,0,7,0.07,8,92,-1185.3599999999997,0.001,58.89639496803284
50,0.0013514991104602815,100,0,6,0.06,2,98,-1204.2799999999995,0.001,60.05152702331543
51,0.0002492722123861313,100,0,8,0.08,5,95,-1186.0799999999997,0.001,61.1574649810791
52,0.00021247543394565583,100,0,12,0.12,6,94,-1162.7599999999995,0.001,62.26273202896118
53,0.00023182271048426627,100,0,11,0.11,12,88,-1150.779999999999,0.001,63.34916400909424
54,0.0002531326375901699,100,0,7,0.07,10,90,-1169.2799999999993,0.001,64.44062113761902
55,0.00026694055646657943,100,0,6,0.06,6,94,-1203.6499999999992,0.001,65.56927490234375
56,0.0002746404334902763,100,0,8,0.08,10,90,-1185.6499999999996,0.001,66.69532179832458
57,0.0002529483288526535,100,0,8,0.08,4,96,-1193.6599999999999,0.001,67.8125410079956
58,0.00030471958220005033,100,0,6,0.06,3,97,-1200.6399999999994,0.001,68.930104970932
59,0.00030168402940034867,100,0,3,0.03,2,98,-1226.3699999999994,0.001,70.0645899772644
60,0.0003326547145843506,100,0,4,0.04,6,94,-1219.6999999999991,0.001,71.19463896751404
61,0.0003423532098531723,100,0,2,0.02,4,96,-1248.4999999999998,0.001,72.4022421836853
62,0.00035924676805734637,100,0,1,0.01,12,88,-1252.469999999999,0.001,74.37735605239868
63,0.000375671423971653,100,0,0,0.0,13,87,-1261.809999999999,0.001,75.65132284164429
64,0.00039012957364320755,100,0,0,0.0,8,92,-1261.5499999999993,0.001,76.94537401199341
65,0.000383933037519455,100,0,5,0.05,8,92,-1209.3799999999994,0.001,78.15299415588379
66,0.0003867888078093529,100,0,9,0.09,5,95,-1187.7099999999987,0.001,79.2931399345398
67,0.00035743966698646544,100,0,9,0.09,5,95,-1169.1399999999994,0.001,80.42656707763672
68,0.00042213506996631624,100,0,5,0.05,4,96,-1233.8199999999993,0.001,81.64076590538025
69,0.0017663896083831786,100,0,8,0.08,2,98,-1159.0699999999997,0.001,82.76412081718445
