epoch,episode,step,dopamine,reward,status
82,0,0,1.0,-0.04,not_over
82,0,1,1.0,-0.04,not_over
82,0,2,1.0,-0.04,not_over
82,0,3,1.0,-0.04,not_over
82,0,4,1.0,1.0,win
82,1,0,1.0,-0.04,not_over
82,1,1,1.0,-0.04,not_over
82,1,2,1.0,-0.04,not_over
82,1,3,1.0,1.0,win
82,2,0,1.0,-0.04,not_over
82,2,1,1.0,1.0,win
82,3,0,1.0,-0.04,not_over
82,3,1,1.0,1.0,win
82,4,0,1.0,-0.04,not_over
82,4,1,1.0,-0.04,not_over
82,4,2,1.0,-0.04,not_over
82,4,3,1.0,-0.04,not_over
82,4,4,1.0,-0.04,not_over
82,4,5,1.0,1.0,win
82,5,0,1.0,-0.04,not_over
82,5,1,1.0,-0.04,not_over
82,5,2,1.0,-0.04,not_over
82,5,3,1.0,-0.04,not_over
82,5,4,1.0,-0.04,not_over
82,5,5,1.0,1.0,win
82,6,0,1.0,1.0,win
82,7,0,1.0,-0.04,not_over
82,7,1,1.0,-0.04,not_over
82,7,2,1.0,-0.04,not_over
82,7,3,1.0,-0.04,not_over
82,7,4,1.0,1.0,win
82,8,0,1.0,1.0,win
82,9,0,1.0,-0.04,not_over
82,9,1,1.0,-0.04,not_over
82,9,2,1.0,1.0,win
82,10,0,1.0,-0.04,not_over
82,10,1,1.0,-0.04,not_over
82,10,2,1.0,-0.04,not_over
82,10,3,1.0,1.0,win
82,11,0,1.0,1.0,win
82,12,0,1.0,-0.25,not_over
82,12,1,1.0,-0.25,not_over
82,12,2,1.0,-0.25,not_over
82,12,3,1.0,-0.25,not_over
82,12,4,1.0,-0.25,not_over
82,12,5,1.0,-0.25,not_over
82,12,6,1.0,-0.25,not_over
82,12,7,1.0,-0.25,not_over
82,12,8,1.0,-0.25,not_over
82,12,9,1.0,-0.25,not_over
82,12,10,1.0,-0.25,not_over
82,12,11,1.0,-0.25,not_over
82,12,12,1.0,-0.25,not_over
82,12,13,1.0,-0.25,not_over
82,12,14,1.0,-0.25,not_over
82,12,15,1.0,-0.25,not_over
82,12,16,0.9964325428009033,-0.25,not_over
82,12,17,0.9920092821121216,-0.25,not_over
82,12,18,0.9883169531822205,-0.25,not_over
82,12,19,0.9850094318389893,-0.25,not_over
82,12,20,0.9820887446403503,-0.25,not_over
82,12,21,0.9795022010803223,-0.25,not_over
82,12,22,0.9772129058837891,-0.25,not_over
82,12,23,0.9751864671707153,-0.25,not_over
82,12,24,0.9733927249908447,-0.25,not_over
82,12,25,0.9718048572540283,-0.25,not_over
82,12,26,0.9703993201255798,-0.25,not_over
82,12,27,0.9691550731658936,-0.25,not_over
82,12,28,0.9680536389350891,-0.25,not_over
82,12,29,0.9670787453651428,-0.25,not_over
82,12,30,0.9662156701087952,-0.25,not_over
82,12,31,0.9654516577720642,-0.25,not_over
82,12,32,0.9647753238677979,-0.25,not_over
82,12,33,0.964176595211029,-0.25,not_over
82,12,34,0.963646650314331,-0.25,not_over
82,12,35,0.9631774425506592,-0.25,not_over
82,12,36,0.962762176990509,-0.25,not_over
82,12,37,0.9623945355415344,-0.25,not_over
82,12,38,0.9620690941810608,-0.25,not_over
82,12,39,0.9617809653282166,-0.25,not_over
82,12,40,0.9615259170532227,-0.25,not_over
82,12,41,0.9613001346588135,-0.25,not_over
82,12,42,0.961100161075592,-0.25,not_over
82,12,43,0.9609233140945435,-0.25,not_over
82,12,44,0.960766613483429,-0.25,not_over
82,12,45,0.9606279730796814,-0.25,not_over
82,12,46,0.9605051875114441,-0.25,not_over
82,12,47,0.9603965282440186,-0.25,not_over
82,12,48,0.9603002667427063,-0.25,not_over
82,12,49,0.960215151309967,-0.25,not_over
82,12,50,0.9601397514343262,-0.25,lose
82,13,0,1.0,-0.04,not_over
82,13,1,1.0,-0.04,not_over
82,13,2,1.0,1.0,win
82,14,0,1.0,-0.04,not_over
82,14,1,1.0,-0.04,not_over
82,14,2,1.0,-0.04,not_over
82,14,3,1.0,-0.04,not_over
82,14,4,1.0,1.0,win
82,15,0,1.0,1.0,win
82,16,0,1.0,-0.04,not_over
82,16,1,1.0,1.0,win
82,17,0,1.0,-0.04,not_over
82,17,1,1.0,-0.04,not_over
82,17,2,1.0,-0.04,not_over
82,17,3,1.0,-0.04,not_over
82,17,4,1.0,1.0,win
82,18,0,1.0,-0.04,not_over
82,18,1,1.0,-0.04,not_over
82,18,2,1.0,1.0,win
82,19,0,1.0,1.0,win
82,20,0,1.0,-0.04,not_over
82,20,1,1.0,-0.04,not_over
82,20,2,1.0,-0.04,not_over
82,20,3,1.0,-0.04,not_over
