epoch,loss,episodes,steps,win count,win_rate,optimal_path_length,suboptimal_steps,total_reward,learning_rate,elapsed_time
0,0.04197210066951811,100,0,15,0.15,7,93,-1063.4499999999998,0.001,3.767197608947754
1,0.06089286174625158,100,0,26,0.26,4,96,-912.9299999999995,0.001,6.884317874908447
2,0.05448677837848663,100,0,25,0.25,7,93,-928.1200000000001,0.001,9.722572326660156
3,0.06349745953455567,100,0,28,0.28,3,97,-885.9700000000001,0.001,12.374712467193604
4,0.0581359273288399,100,0,27,0.27,5,95,-900.96,0.001,15.385558843612671
5,0.05323177320882678,100,0,18,0.18,5,95,-1021.2399999999997,0.001,19.625464916229248
6,0.053104405477643016,100,0,22,0.22,10,90,-968.8799999999999,0.001,22.47044038772583
7,0.05232220346108079,100,0,21,0.21,3,97,-981.56,0.001,25.3467960357666
8,0.04819842035882175,100,0,25,0.25,3,97,-927.6099999999999,0.001,28.802513599395752
9,0.04728849689476192,100,0,23,0.23,11,89,-954.5,0.001,32.230350732803345
10,0.04516833025030792,100,0,19,0.19,5,95,-1008.2500000000002,0.001,35.147871017456055
11,0.04860175728797913,100,0,27,0.27,9,91,-899.07,0.001,38.078003883361816
12,0.04593646762892604,100,0,20,0.2,5,95,-994.9399999999997,0.001,42.09676504135132
13,0.04336198206990957,100,0,31,0.31,5,95,-845.0499999999998,0.001,44.824859380722046
14,0.0477777820173651,100,0,34,0.34,2,98,-803.0300000000001,0.001,47.5384202003479
15,0.05663139909505844,100,0,22,0.22,7,93,-967.5200000000001,0.001,50.43213772773743
16,0.04570118756964803,100,0,35,0.35,5,95,-791.7399999999999,0.001,53.363003730773926
17,0.04466324475593865,100,0,47,0.47,6,94,-626.8399999999997,0.001,56.20924401283264
18,0.04217291955836117,100,0,39,0.39,2,98,-736.3099999999998,0.001,58.7129693031311
19,0.0399243863299489,100,0,42,0.42,5,95,-694.62,0.001,61.105767250061035
20,0.0472114665072877,100,0,42,0.42,3,97,-696.1000000000001,0.001,63.502817153930664
21,0.045361802466213706,100,0,43,0.43,7,93,-681.7299999999999,0.001,66.40765428543091
22,0.040241788006678686,100,0,53,0.53,5,95,-548.0000000000006,0.001,68.77453327178955
23,0.03976817899849266,100,0,39,0.39,11,89,-737.61,0.001,71.30846762657166
24,0.04020359469810501,100,0,36,0.36,6,94,-777.5600000000001,0.001,73.87817764282227
25,0.04064332871115767,100,0,45,0.45,5,95,-654.37,0.001,76.18061971664429
26,0.03810246638488025,100,0,43,0.43,3,97,-682.1700000000003,0.001,79.04547572135925
27,0.040070643657818435,100,0,39,0.39,6,94,-737.3300000000003,0.001,81.73431396484375
28,0.03867675358313136,100,0,43,0.43,3,97,-682.6000000000001,0.001,84.18417644500732
29,0.035956989997066556,100,0,44,0.44,6,94,-669.5699999999999,0.001,86.57167315483093
30,0.03880319933377905,100,0,44,0.44,2,98,-668.12,0.001,88.92237615585327
31,0.035864852703198266,100,0,43,0.43,9,91,-682.5799999999999,0.001,91.98926091194153
32,0.034604157844150905,100,0,43,0.43,4,96,-682.09,0.001,94.41746139526367
33,0.034451320277585185,100,0,42,0.42,5,95,-697.2700000000001,0.001,96.94047927856445
34,0.029967351006052922,100,0,54,0.54,5,95,-533.8000000000003,0.001,99.08075404167175
35,0.0441223194822669,100,0,31,0.31,7,93,-845.68,0.001,101.70935726165771
36,0.03060117983557575,100,0,48,0.48,10,90,-615.2100000000005,0.001,104.67866158485413
37,0.03558062757452717,100,0,47,0.47,7,93,-628.4600000000003,0.001,106.97673511505127
38,0.045085586324566974,100,0,34,0.34,8,92,-803.9599999999999,0.001,109.59777188301086
39,0.03203594263177365,100,0,44,0.44,4,96,-667.8200000000003,0.001,112.02345967292786
40,0.040941321508726106,100,0,37,0.37,4,96,-763.6100000000002,0.001,114.6361038684845
41,0.03124283817887772,100,0,55,0.55,4,96,-521.1800000000002,0.001,117.35048818588257
42,0.025861853695096214,100,0,54,0.54,3,97,-533.87,0.001,119.48425674438477
43,0.032825793933443495,100,0,48,0.48,4,96,-613.8900000000003,0.001,121.79635500907898
44,0.03330971469084034,100,0,49,0.49,9,91,-601.2900000000001,0.001,124.05997443199158
45,0.029655231806682423,100,0,52,0.52,4,96,-562.3199999999999,0.001,126.24375653266907
46,0.030616660839441465,100,0,52,0.52,7,93,-560.7800000000002,0.001,129.04301857948303
47,0.03052047606030101,100,0,54,0.54,4,96,-533.3600000000002,0.001,131.4665768146515
48,0.032421226881015175,100,0,48,0.48,5,95,-615.3700000000003,0.001,133.66034245491028
49,0.03164442153676646,100,0,46,0.46,7,93,-642.9300000000003,0.001,135.89235591888428
50,0.031011601095669902,100,0,53,0.53,9,91,-547.6100000000002,0.001,138.05149674415588
51,0.032869314666641,100,0,48,0.48,4,96,-613.4200000000004,0.001,140.54782390594482
52,0.029051354207113037,100,0,55,0.55,2,98,-521.3800000000002,0.001,142.95253610610962
53,0.03306752597971354,100,0,49,0.49,10,90,-600.8600000000002,0.001,145.12922143936157
54,0.031050426417496054,100,0,51,0.51,7,93,-573.7600000000001,0.001,147.25358390808105
55,0.030311107075704058,100,0,51,0.51,10,90,-573.3000000000002,0.001,149.33295392990112
56,0.03187578895543993,100,0,51,0.51,5,95,-574.7900000000001,0.001,151.47640466690063
57,0.03509414330343134,100,0,44,0.44,5,95,-669.0500000000002,0.001,154.4807665348053
58,0.030426544957153964,100,0,50,0.5,8,92,-587.5900000000001,0.001,156.65678095817566
59,0.032017388005770045,100,0,51,0.51,7,93,-574.6900000000003,0.001,158.8590910434723
60,0.023982222678750987,100,0,63,0.63,3,97,-411.12000000000023,0.001,160.73393440246582
61,0.029204630018994066,100,0,55,0.55,7,93,-520.2400000000004,0.001,162.80303764343262
62,0.027553924200383335,100,0,58,0.58,7,93,-480.4200000000003,0.001,165.04849338531494
63,0.032759883783492115,100,0,49,0.49,5,95,-601.0300000000002,0.001,167.7171025276184
64,0.03265799159657035,100,0,49,0.49,5,95,-600.8400000000007,0.001,169.89231085777283
65,0.03176696955237276,100,0,52,0.52,9,91,-560.2200000000005,0.001,171.97085690498352
66,0.032398983405873875,100,0,52,0.52,2,98,-560.2200000000004,0.001,174.2088508605957
67,0.03184891609242186,100,0,48,0.48,7,93,-614.2,0.001,176.38361835479736
68,0.033508449769869914,100,0,49,0.49,3,97,-601.9099999999999,0.001,179.43030047416687
69,0.03626600173378392,100,0,40,0.4,3,97,-723.9000000000002,0.001,182.0068063735962
70,0.032024896110742704,100,0,52,0.52,8,92,-560.9100000000002,0.001,184.12580180168152
71,0.022530325084717334,100,0,70,0.7,8,92,-316.73000000000013,0.001,185.79072618484497
72,0.03366392975724011,100,0,47,0.47,10,90,-627.7299999999999,0.001,187.96276903152466
73,0.025467405007184425,100,0,62,0.62,7,93,-425.0800000000001,0.001,190.25687885284424
74,0.03373245465711079,100,0,47,0.47,9,91,-626.5500000000002,0.001,192.93327164649963
75,0.03150092011468587,100,0,53,0.53,9,91,-547.2200000000001,0.001,195.08082270622253
76,0.03130361372620428,100,0,50,0.5,6,94,-588.1000000000003,0.001,197.35302901268005
77,0.03265824429970962,100,0,54,0.54,2,98,-533.2300000000001,0.001,199.64232277870178
78,0.031623820673448794,100,0,50,0.5,6,94,-587.72,0.001,202.06821274757385
79,0.0306831636235529,100,0,53,0.53,6,94,-547.6400000000001,0.001,204.73749113082886
80,0.027002025028268692,100,0,55,0.55,8,92,-519.5800000000003,0.001,206.88791871070862
81,0.03249933382277959,100,0,53,0.53,5,95,-545.7800000000001,0.001,209.0614631175995
82,0.027154877103021134,100,0,55,0.55,4,96,-520.0500000000002,0.001,211.40732860565186
83,0.02818008384408131,100,0,56,0.56,6,94,-507.5900000000004,0.001,213.61495065689087
84,0.0343130624303376,100,0,46,0.46,7,93,-640.75,0.001,216.5786075592041
85,0.03309192980137596,100,0,47,0.47,8,92,-626.7500000000002,0.001,218.86709690093994
86,0.028464992696244737,100,0,58,0.58,7,93,-477.7700000000003,0.001,220.89380836486816
87,0.031145080273945497,100,0,51,0.51,2,98,-574.1200000000001,0.001,223.05051040649414
88,0.03165146400599042,100,0,51,0.51,9,91,-574.8800000000001,0.001,225.22193932533264
89,0.031139258332077587,100,0,50,0.5,4,96,-586.5600000000001,0.001,227.7780318260193
90,0.031190520034870134,100,0,52,0.52,9,91,-560.0700000000002,0.001,230.2034306526184
91,0.05484694479964673,100,0,21,0.21,4,96,-981.4199999999995,0.001,233.24418902397156
92,0.04754174245521426,100,0,24,0.24,3,97,-942.7,0.001,235.99904489517212
93,0.04674779690802097,100,0,26,0.26,7,93,-912.8300000000002,0.001,238.77023768424988
94,0.048697765544056894,100,0,18,0.18,2,98,-1023.5799999999999,0.001,242.30467677116394
95,0.04693911228328943,100,0,25,0.25,11,89,-927.2700000000001,0.001,245.0928750038147
96,0.04715313589666039,100,0,23,0.23,10,90,-954.6899999999999,0.001,247.90924882888794
97,0.04555193336680532,100,0,28,0.28,3,97,-886.0599999999998,0.001,250.79290509223938
98,0.04581165205221623,100,0,25,0.25,3,97,-928.0600000000001,0.001,254.19504737854004
99,0.04549010382965207,100,0,27,0.27,2,98,-899.3599999999998,0.001,256.87100291252136
100,0.04463103185000364,100,0,26,0.26,4,96,-914.4199999999998,0.001,259.58422231674194
101,0.04385709954716731,100,0,34,0.34,5,95,-805.0700000000003,0.001,262.1320378780365
102,0.03407468577497639,100,0,47,0.47,10,90,-628.7700000000003,0.001,264.72283029556274
103,0.02878929759397579,100,0,51,0.51,7,93,-573.3700000000002,0.001,267.2887501716614
104,0.029540727446146775,100,0,52,0.52,8,92,-560.2499999999998,0.001,269.475711107254
105,0.02667825559132325,100,0,58,0.58,9,91,-478.86000000000007,0.001,271.61094880104065
106,0.02899565351282945,100,0,55,0.55,7,93,-519.6800000000002,0.001,273.66768884658813
107,0.025736734553447604,100,0,63,0.63,3,97,-410.89000000000016,0.001,275.5270218849182
108,0.0266962010923271,100,0,61,0.61,10,90,-438.73000000000013,0.001,277.91203904151917
109,0.03220792037755018,100,0,48,0.48,10,90,-613.9600000000005,0.001,280.44393944740295
110,0.0308775763020094,100,0,53,0.53,10,90,-546.14,0.001,282.6189479827881
111,0.02746330416892306,100,0,54,0.54,5,95,-532.5400000000003,0.001,284.72897243499756
112,0.03325471425778233,100,0,47,0.47,4,96,-625.6400000000002,0.001,286.9730792045593
113,0.030102652928608222,100,0,58,0.58,9,91,-477.20000000000016,0.001,289.08520889282227
114,0.03318943687270803,100,0,48,0.48,5,95,-613.5300000000005,0.001,291.8447017669678
115,0.027822257693442223,100,0,55,0.55,10,90,-519.07,0.001,294.0571186542511
116,0.03443634138461675,100,0,48,0.48,2,98,-612.1400000000002,0.001,296.25548243522644
117,0.0305838640562979,100,0,53,0.53,7,93,-546.9100000000002,0.001,298.3606095314026
118,0.030717945524393143,100,0,53,0.53,9,91,-546.55,0.001,300.62792110443115
119,0.02973348515020916,100,0,53,0.53,8,92,-546.7300000000001,0.001,303.417662858963
120,0.023976467307829808,100,0,58,0.58,7,93,-480.3400000000002,0.001,305.5020387172699
121,0.03057629829056168,100,0,55,0.55,3,97,-518.6300000000002,0.001,307.5675811767578
