epoch,loss,episodes,steps,win count,win_rate,optimal_path_length,suboptimal_steps,total_reward,learning_rate,elapsed_time
0,0.04699656555429101,100,5854,28,0.28,2,98,-1403.1,0.001,2.035005807876587
1,0.05138708013109863,100,6028,26,0.26,7,93,-1441.5399999999986,0.001,4.227030038833618
2,0.049107358288019896,100,5854,27,0.27,10,90,-1405.609999999999,0.001,6.026865005493164
3,0.06369074055925011,100,6259,21,0.21,7,93,-1510.9999999999986,0.001,8.059309005737305
4,0.05953794179484248,100,5480,34,0.34,3,97,-1301.4699999999998,0.001,10.480064868927002
5,0.04617797209881246,100,5938,28,0.28,5,95,-1421.7899999999993,0.001,12.788648843765259
6,0.062461400721222166,100,5304,38,0.38,6,94,-1246.3799999999997,0.001,14.663250923156738
7,0.05292267723940313,100,5882,27,0.27,7,93,-1414.2899999999993,0.001,16.77061700820923
8,0.05772849192842841,100,5619,33,0.33,4,96,-1335.9999999999998,0.001,18.936102151870728
9,0.04866238262504339,100,6305,21,0.21,10,90,-1521.2399999999984,0.001,21.033057928085327
10,0.05250972436740994,100,5390,37,0.37,9,91,-1271.2299999999998,0.001,22.81356906890869
11,0.05328435340896249,100,5691,29,0.29,8,92,-1357.9499999999987,0.001,24.811281204223633
12,0.04552597311325371,100,5491,40,0.4,10,90,-1284.749999999999,0.001,26.704643964767456
13,0.046913822991773484,100,5074,39,0.39,5,95,-1194.1399999999994,0.001,28.562139749526978
14,0.04637417950667441,100,5847,26,0.26,8,92,-1398.1799999999987,0.001,30.48277187347412
15,0.04457201502285898,100,5370,34,0.34,9,91,-1266.8299999999997,0.001,32.42102384567261
16,0.042368080662563444,100,5548,31,0.31,9,91,-1317.81,0.001,34.493911027908325
17,0.04881025123409927,100,5623,32,0.32,11,89,-1333.8399999999997,0.001,36.777852058410645
18,0.04643115075305104,100,6343,18,0.18,2,98,-1539.9499999999982,0.001,39.08721995353699
19,0.045283047463744876,100,5300,43,0.43,5,95,-1233.4600000000003,0.001,41.17453479766846
20,0.03813210928812623,100,4466,44,0.44,7,93,-1035.68,0.001,43.48735189437866
21,0.03967984515242279,100,4189,54,0.54,7,93,-947.2100000000005,0.001,45.17463803291321
22,0.03780436668545008,100,5244,34,0.34,10,90,-1248.9799999999989,0.001,47.299278020858765
23,0.04662714391946793,100,5194,37,0.37,2,98,-1223.279999999999,0.001,49.32215094566345
24,0.0417157109733671,100,4966,40,0.4,5,95,-1160.43,0.001,51.2895348072052
25,0.04514628096483648,100,5927,23,0.23,5,95,-1426.3399999999986,0.001,54.806041955947876
26,0.04722071731463075,100,5468,30,0.3,9,91,-1300.529999999999,0.001,58.832805156707764
27,0.03574974153656513,100,4502,49,0.49,4,96,-1032.3400000000001,0.001,61.46462893486023
28,0.04112734528258443,100,4482,45,0.45,3,97,-1040.32,0.001,63.47996377944946
29,0.03350069877225906,100,3799,55,0.55,5,95,-846.7799999999999,0.001,65.13277888298035
30,0.028593406309373678,100,2860,70,0.7,11,89,-593.9100000000002,0.001,66.63469576835632
31,0.01539131491794251,100,2686,74,0.74,7,93,-537.85,0.001,68.09223294258118
32,0.029833508983720093,100,4307,49,0.49,10,90,-983.59,0.001,69.93046498298645
33,0.024958184941497166,100,2622,74,0.74,6,94,-517.8599999999998,0.001,71.50582504272461
34,0.019969021989963948,100,2978,68,0.68,10,90,-614.36,0.001,73.21848607063293
35,0.025662610083818437,100,3747,57,0.57,3,97,-830.86,0.001,75.41571307182312
36,0.02286519492045045,100,2923,66,0.66,6,94,-610.4600000000004,0.001,77.26460480690002
37,0.017095027487375774,100,1847,83,0.83,7,93,-308.44999999999993,0.001,78.63542699813843
38,0.031945576367434114,100,3339,64,0.64,10,90,-705.8300000000003,0.001,80.82576394081116
39,0.010029425488646666,100,1812,87,0.87,11,89,-279.78999999999996,0.001,82.03930902481079
40,0.010465415297949221,100,1698,84,0.84,5,95,-270.3699999999999,0.001,83.45251798629761
41,0.01762803960882593,100,2742,72,0.72,7,93,-545.1100000000001,0.001,84.96811008453369
42,0.01516900534988963,100,2459,76,0.76,4,96,-475.65999999999985,0.001,86.4312310218811
43,0.011981698826421052,100,1995,82,0.82,8,92,-349.8500000000002,0.001,87.65606093406677
44,0.01257884929975262,100,2232,79,0.79,10,90,-414.95000000000005,0.001,88.8903489112854
45,0.009849559738649987,100,1608,86,0.86,7,93,-240.74999999999997,0.001,90.13420295715332
46,0.013795203244662844,100,1907,83,0.83,3,97,-308.54000000000025,0.001,91.30387997627258
47,0.00942979481565999,100,1755,89,0.89,2,98,-268.91999999999996,0.001,92.44818496704102
48,0.002804931814680458,100,1033,97,0.97,2,98,-71.27999999999996,0.001,93.43224000930786
49,0.008556798025820172,100,1820,86,0.86,10,90,-288.50000000000006,0.001,94.68993401527405
50,0.010650883689086186,100,1738,87,0.87,6,94,-261.9199999999998,0.001,96.0230610370636
51,0.008038068408495747,100,1581,89,0.89,9,91,-221.00999999999993,0.001,97.32209205627441
52,0.012379389827547129,100,1593,85,0.85,10,90,-241.81999999999994,0.001,98.45100402832031
53,0.010316622851532883,100,1456,88,0.88,2,98,-201.29999999999998,0.001,99.57397603988647
54,0.013027201155200601,100,1758,84,0.84,7,93,-277.17999999999995,0.001,100.79507613182068
55,0.007122095215963782,100,1554,90,0.9,2,98,-214.89999999999998,0.001,101.97325801849365
56,0.007664106015436118,100,1459,89,0.89,11,89,-198.90999999999988,0.001,103.16717791557312
57,0.00208647271960217,100,805,100,1.0,6,94,-8.429999999999971,0.001,104.05984783172607
