epoch,loss,episodes,steps,win count,win_rate,optimal_path_length,suboptimal_steps,total_reward,learning_rate,elapsed_time
0,0.0001992521435022354,100,0,4,0.04,7,93,-1211.4999999999995,0.001,2.0954508781433105
1,0.00014526253566145896,100,0,2,0.02,4,96,-1240.7699999999998,0.001,4.017029762268066
2,0.0001568048819899559,100,0,4,0.04,4,96,-1221.2099999999991,0.001,5.840142726898193
3,0.00048513166606426237,100,0,4,0.04,2,98,-1243.319999999999,0.001,7.586327791213989
4,0.00013822948560118675,100,0,20,0.2,4,96,-1018.0299999999999,0.001,8.988028764724731
5,0.000431104451417923,100,0,30,0.3,3,97,-892.7600000000001,0.001,10.264920711517334
6,0.00040681581944227216,100,0,27,0.27,4,96,-912.66,0.001,11.546818017959595
7,0.0003862927109003067,100,0,29,0.29,5,95,-900.5999999999998,0.001,12.871582746505737
8,0.0001563752070069313,100,0,30,0.3,4,96,-880.6400000000002,0.001,14.202711582183838
9,0.00015456432476639747,100,0,31,0.31,8,92,-878.4199999999997,0.001,15.616590738296509
10,0.0004307259619235992,100,0,28,0.28,4,96,-936.6700000000001,0.001,16.973022937774658
11,0.00015218622051179408,100,0,22,0.22,2,98,-967.7900000000002,0.001,18.38365387916565
12,0.00014044148847460746,100,0,32,0.32,6,94,-872.4400000000002,0.001,19.715685844421387
13,0.00013576660305261612,100,0,25,0.25,6,94,-944.5600000000001,0.001,21.62898302078247
14,0.00013195861130952836,100,0,27,0.27,4,96,-940.6299999999998,0.001,23.29720687866211
15,0.00012658217921853064,100,0,21,0.21,4,96,-1013.9899999999998,0.001,24.790828704833984
16,0.00012320422567427158,100,0,17,0.17,5,95,-1055.3799999999999,0.001,26.61906886100769
17,0.0006165162473917008,100,0,9,0.09,3,97,-1162.8499999999995,0.001,28.697727918624878
18,0.0009280255436897278,100,0,3,0.03,2,98,-1242.479999999999,0.001,30.401713848114014
19,0.00012127719819545745,100,0,1,0.01,6,94,-1247.0199999999995,0.001,32.062843799591064
20,0.00012132473289966583,100,0,2,0.02,4,96,-1253.2799999999993,0.001,33.69685196876526
21,9.658145718276501e-05,100,0,3,0.03,3,97,-1231.879999999999,0.001,35.34582567214966
